Javadoc coverage metrics,terça, 21 nov. 2023 21:43:07 WET
Method,JLOC
net.sf.freecol.client.gui.panel.EuropePanel.setSelectedUnitLabel(UnitLabel),6
net.sf.freecol.client.gui.panel.EuropePanel.unloadAction(),3
"net.sf.freecol.client.gui.panel.EventPanel.EventPanel(FreeColClient, String, String, String)",8
net.sf.freecol.client.gui.panel.FindSettlementPanel.FindSettlementPanel(FreeColClient),5
net.sf.freecol.client.gui.panel.FindSettlementPanel.SettlementRenderer.SettlementRenderer(ImageLibrary),0
"net.sf.freecol.client.gui.panel.FindSettlementPanel.SettlementRenderer.setLabelValues(JLabel, Settlement)",3
net.sf.freecol.client.gui.panel.FindSettlementPanel.itemStateChanged(ItemEvent),0
net.sf.freecol.client.gui.panel.FindSettlementPanel.removeNotify(),3
net.sf.freecol.client.gui.panel.FindSettlementPanel.requestFocus(),3
net.sf.freecol.client.gui.panel.FindSettlementPanel.selectSettlement(),0
net.sf.freecol.client.gui.panel.FindSettlementPanel.updateSearch(DisplayListOption),0
net.sf.freecol.client.gui.panel.FindSettlementPanel.valueChanged(ListSelectionEvent),3
net.sf.freecol.client.gui.panel.FreeColButton.FreeColButton(),0
net.sf.freecol.client.gui.panel.FreeColButton.FreeColButton(Action),0
"net.sf.freecol.client.gui.panel.FreeColButton.FreeColButton(ButtonStyle, Action)",0
net.sf.freecol.client.gui.panel.FreeColButton.FreeColButton(Icon),0
net.sf.freecol.client.gui.panel.FreeColButton.FreeColButton(String),0
"net.sf.freecol.client.gui.panel.FreeColButton.FreeColButton(String, Icon)",0
net.sf.freecol.client.gui.panel.FreeColButton.getButtonStyle(),0
net.sf.freecol.client.gui.panel.FreeColButton.withButtonStyle(ButtonStyle),0
net.sf.freecol.client.gui.panel.FreeColImageBorder.FreeColImageBorder(String),0
"net.sf.freecol.client.gui.panel.FreeColImageBorder.FreeColImageBorder(String, boolean)",0
net.sf.freecol.client.gui.panel.FreeColImageBorder.ensureInitialized(),0
net.sf.freecol.client.gui.panel.FreeColImageBorder.getBorderInsets(Component),6
"net.sf.freecol.client.gui.panel.FreeColImageBorder.getBorderInsets(Component, Insets)",8
net.sf.freecol.client.gui.panel.FreeColImageBorder.getHeight(Image),5
net.sf.freecol.client.gui.panel.FreeColImageBorder.getImage(String),0
net.sf.freecol.client.gui.panel.FreeColImageBorder.getWidth(Image),5
net.sf.freecol.client.gui.panel.FreeColImageBorder.loadImages(),0
"net.sf.freecol.client.gui.panel.FreeColImageBorder.loadImages(BufferedImage, BufferedImage, BufferedImage, BufferedImage, BufferedImage, BufferedImage, BufferedImage, ...)",12
"net.sf.freecol.client.gui.panel.FreeColImageBorder.paintBorder(Component, Graphics, int, int, int, int)",10
net.sf.freecol.client.gui.panel.FreeColImageBorder.reloadAllImages(),0
net.sf.freecol.client.gui.panel.FreeColImageBorder.setScaleFactor(float),0
net.sf.freecol.client.gui.panel.FreeColPanel.FreeColPanel(FreeColClient),5
"net.sf.freecol.client.gui.panel.FreeColPanel.FreeColPanel(FreeColClient, String, LayoutManager)",7
net.sf.freecol.client.gui.panel.FreeColPanel.actionPerformed(ActionEvent),3
net.sf.freecol.client.gui.panel.FreeColPanel.addClosingCallback(Runnable),10
net.sf.freecol.client.gui.panel.FreeColPanel.createColonyButton(Colony),6
net.sf.freecol.client.gui.panel.FreeColPanel.getClientOptions(),5
net.sf.freecol.client.gui.panel.FreeColPanel.getFreeColClient(),5
net.sf.freecol.client.gui.panel.FreeColPanel.getGUI(),5
net.sf.freecol.client.gui.panel.FreeColPanel.getGame(),5
net.sf.freecol.client.gui.panel.FreeColPanel.getImageLibrary(),5
net.sf.freecol.client.gui.panel.FreeColPanel.getMap(),5
net.sf.freecol.client.gui.panel.FreeColPanel.getMyPlayer(),5
net.sf.freecol.client.gui.panel.FreeColPanel.getSmallAbstractUnitImage(AbstractUnit),6
net.sf.freecol.client.gui.panel.FreeColPanel.getSpecification(),5
net.sf.freecol.client.gui.panel.FreeColPanel.igc(),5
net.sf.freecol.client.gui.panel.FreeColPanel.isEditable(),5
net.sf.freecol.client.gui.panel.FreeColPanel.removeNotify(),3
net.sf.freecol.client.gui.panel.FreeColPanel.requestFocus(),3
net.sf.freecol.client.gui.panel.FreeColPanel.setEscapeAction(AbstractAction),5
"net.sf.freecol.client.gui.panel.FreeColProgressBar.FreeColProgressBar(FreeColClient, GoodsType)",6
"net.sf.freecol.client.gui.panel.FreeColProgressBar.FreeColProgressBar(FreeColClient, GoodsType, int, int)",8
"net.sf.freecol.client.gui.panel.FreeColProgressBar.FreeColProgressBar(FreeColClient, GoodsType, int, int, int, int)",10
net.sf.freecol.client.gui.panel.FreeColProgressBar.paintComponent(Graphics),5
"net.sf.freecol.client.gui.panel.FreeColProgressBar.update(int, int)",6
"net.sf.freecol.client.gui.panel.FreeColProgressBar.update(int, int, int, int)",8
"net.sf.freecol.client.gui.panel.GoodsTypePanel.GoodsTypePanel(LayoutManager, boolean)",7
net.sf.freecol.client.gui.panel.GoodsTypePanel.GoodsTypePanel(boolean),6
net.sf.freecol.client.gui.panel.GoodsTypePanel.accepts(GoodsType),3
"net.sf.freecol.client.gui.panel.GoodsTypePanel.add(Component, boolean)",3
net.sf.freecol.client.gui.panel.GoodsTypePanel.addLabel(GoodsTypeLabel),8
net.sf.freecol.client.gui.panel.GoodsTypePanel.findLabel(GoodsType),6
net.sf.freecol.client.gui.panel.GoodsTypePanel.removeGoodsType(GoodsType),6
net.sf.freecol.client.gui.panel.GoodsTypePanel.setLabels(List<GoodsTypeLabel>),5
net.sf.freecol.client.gui.panel.ImageSelection.ImageSelection(JLabel),5
net.sf.freecol.client.gui.panel.ImageSelection.getTransferData(DataFlavor),3
net.sf.freecol.client.gui.panel.ImageSelection.getTransferDataFlavors(),3
net.sf.freecol.client.gui.panel.ImageSelection.isDataFlavorSupported(DataFlavor),3
"net.sf.freecol.client.gui.panel.InPortPanel.InPortPanel(LayoutManager, PortPanel, String, boolean)",8
net.sf.freecol.client.gui.panel.InPortPanel.selectLabel(),3
"net.sf.freecol.client.gui.panel.IndianSettlementPanel.IndianSettlementPanel(FreeColClient, IndianSettlement)",6
net.sf.freecol.client.gui.panel.InfoPanel.InfoPanel(FreeColClient),5
"net.sf.freecol.client.gui.panel.InfoPanel.InfoPanel(FreeColClient, boolean)",9
"net.sf.freecol.client.gui.panel.InfoPanel.addLabels(JPanel, List<JLabel>, int)",7
net.sf.freecol.client.gui.panel.InfoPanel.changeMode(InfoPanelMode),8
net.sf.freecol.client.gui.panel.InfoPanel.fillEndPanel(),3
net.sf.freecol.client.gui.panel.InfoPanel.fillMapPanel(MapTransform),6
net.sf.freecol.client.gui.panel.InfoPanel.fillTilePanel(Tile),6
net.sf.freecol.client.gui.panel.InfoPanel.fillUnitPanel(Unit),6
net.sf.freecol.client.gui.panel.InfoPanel.getTile(),5
net.sf.freecol.client.gui.panel.InfoPanel.newPanel(LayoutManager),6
net.sf.freecol.client.gui.panel.InfoPanel.paintComponent(Graphics),3
net.sf.freecol.client.gui.panel.InfoPanel.propertyChange(PropertyChangeEvent),3
net.sf.freecol.client.gui.panel.InfoPanel.refresh(),8
net.sf.freecol.client.gui.panel.InfoPanel.setPanel(MigPanel),5
net.sf.freecol.client.gui.panel.InfoPanel.update(),3
net.sf.freecol.client.gui.panel.InfoPanel.update(MapTransform),5
net.sf.freecol.client.gui.panel.InfoPanel.update(Tile),5
net.sf.freecol.client.gui.panel.InfoPanel.update(Unit),5
net.sf.freecol.client.gui.panel.InfoPanel.updateLayoutIfNeeded(),0
"net.sf.freecol.client.gui.panel.InformationPanel.InformationPanel(FreeColClient, String[], FreeColObject[], ImageIcon[])",9
"net.sf.freecol.client.gui.panel.InformationPanel.createPanelWithAllContent(String[], FreeColObject[], ImageIcon[], int)",0
net.sf.freecol.client.gui.panel.InformationPanel.displayLabel(FreeColObject),6
net.sf.freecol.client.gui.panel.InformationPanel.paintComponent(Graphics),0
net.sf.freecol.client.gui.panel.MainPanel.MainPanel(FreeColClient),5
net.sf.freecol.client.gui.panel.MainPanel.actionPerformed(ActionEvent),3
net.sf.freecol.client.gui.panel.MainPanel.createImportantButton(Action),0
"net.sf.freecol.client.gui.panel.MapControls.MapControls(FreeColClient, boolean)",6
net.sf.freecol.client.gui.panel.MapControls.canZoomInMapControls(),0
net.sf.freecol.client.gui.panel.MapControls.canZoomOutMapControls(),0
net.sf.freecol.client.gui.panel.MapControls.clear(),0
net.sf.freecol.client.gui.panel.MapControls.initializeUnitButtons(),8
net.sf.freecol.client.gui.panel.MapControls.repaint(),0
"net.sf.freecol.client.gui.panel.MapControls.update(ViewMode, Unit, Tile)",7
net.sf.freecol.client.gui.panel.MapControls.updateLayoutIfNeeded(),3
net.sf.freecol.client.gui.panel.MapControls.updateMinimap(),3
net.sf.freecol.client.gui.panel.MapControls.zoomIn(),0
net.sf.freecol.client.gui.panel.MapControls.zoomOut(),0
net.sf.freecol.client.gui.panel.MapEditorTransformPanel.LostCityRumourTransform.transform(Tile),3
net.sf.freecol.client.gui.panel.MapEditorTransformPanel.MapEditorTransformPanel(FreeColClient),5
net.sf.freecol.client.gui.panel.MapEditorTransformPanel.ResourceTransform.transform(Tile),3
net.sf.freecol.client.gui.panel.MapEditorTransformPanel.RiverStyleTransform.RiverStyleTransform(int),0
net.sf.freecol.client.gui.panel.MapEditorTransformPanel.RiverStyleTransform.getType(),0
net.sf.freecol.client.gui.panel.MapEditorTransformPanel.RiverStyleTransform.setStyle(String),0
net.sf.freecol.client.gui.panel.MapEditorTransformPanel.RiverStyleTransform.transform(Tile),3
net.sf.freecol.client.gui.panel.MapEditorTransformPanel.RiverTransform.RiverTransform(int),0
net.sf.freecol.client.gui.panel.MapEditorTransformPanel.RiverTransform.transform(Tile),3
net.sf.freecol.client.gui.panel.MapEditorTransformPanel.SettlementTransform.transform(Tile),3
net.sf.freecol.client.gui.panel.MapEditorTransformPanel.TileTypeTransform.TileTypeTransform(TileType),0
net.sf.freecol.client.gui.panel.MapEditorTransformPanel.TileTypeTransform.getTileType(),0
net.sf.freecol.client.gui.panel.MapEditorTransformPanel.TileTypeTransform.transform(Tile),3
"net.sf.freecol.client.gui.panel.MapEditorTransformPanel.buildButton(Image, String, MapTransform)",8
net.sf.freecol.client.gui.panel.MapEditorTransformPanel.buildList(),3
net.sf.freecol.client.gui.panel.MapEditorTransformPanel.getNativeNation(),5
net.sf.freecol.client.gui.panel.MapEditorTransformPanel.getResourceChoice(List<ResourceType>),9
net.sf.freecol.client.gui.panel.MapEditorTransformPanel.setNativeNation(Nation),5
net.sf.freecol.client.gui.panel.MigPanel.MigPanel(LayoutManager),0
net.sf.freecol.client.gui.panel.MigPanel.MigPanel(String),0
"net.sf.freecol.client.gui.panel.MigPanel.MigPanel(String, LayoutManager)",0
net.sf.freecol.client.gui.panel.MigPanel.getMigLayout(),0
net.sf.freecol.client.gui.panel.MigPanel.getUIClassID(),3
net.sf.freecol.client.gui.panel.MiniMap.MiniMap(FreeColClient),5
net.sf.freecol.client.gui.panel.MiniMap.MinimapPainterThread.run(),0
"net.sf.freecol.client.gui.panel.MiniMap.PrerenderedMinimap.PrerenderedMinimap(BufferedImage, int)",0
net.sf.freecol.client.gui.panel.MiniMap.canZoomIn(),5
net.sf.freecol.client.gui.panel.MiniMap.canZoomOut(),5
net.sf.freecol.client.gui.panel.MiniMap.getGUI(),5
net.sf.freecol.client.gui.panel.MiniMap.getGame(),5
net.sf.freecol.client.gui.panel.MiniMap.getMap(),5
net.sf.freecol.client.gui.panel.MiniMap.mouseClicked(MouseEvent),3
net.sf.freecol.client.gui.panel.MiniMap.mouseDragged(MouseEvent),3
net.sf.freecol.client.gui.panel.MiniMap.mouseEntered(MouseEvent),3
net.sf.freecol.client.gui.panel.MiniMap.mouseExited(MouseEvent),3
net.sf.freecol.client.gui.panel.MiniMap.mouseMoved(MouseEvent),3
net.sf.freecol.client.gui.panel.MiniMap.mousePressed(MouseEvent),3
net.sf.freecol.client.gui.panel.MiniMap.mouseReleased(MouseEvent),3
net.sf.freecol.client.gui.panel.MiniMap.paintComponent(Graphics),3
"net.sf.freecol.client.gui.panel.MiniMap.paintEachTile(Graphics2D, Tile, int, List<Tile>, TileRenderingCallback)",0
"net.sf.freecol.client.gui.panel.MiniMap.paintEntireMinimap(Graphics, int, Dimension)",7
net.sf.freecol.client.gui.panel.MiniMap.paintMap(Graphics2D),7
"net.sf.freecol.client.gui.panel.MiniMap.paintMarkerForVisibleAreaOnMainMap(Graphics2D, Dimension, int, Dimension)",0
net.sf.freecol.client.gui.panel.MiniMap.recreateBufferImage(),0
net.sf.freecol.client.gui.panel.MiniMap.setFocus(MouseEvent),5
net.sf.freecol.client.gui.panel.MiniMap.setTileSize(int),8
net.sf.freecol.client.gui.panel.MiniMap.setZoomOption(int),5
net.sf.freecol.client.gui.panel.MiniMap.updateCachedMinimap(),3
net.sf.freecol.client.gui.panel.MiniMap.zoomIn(),3
net.sf.freecol.client.gui.panel.MiniMap.zoomOut(),3
net.sf.freecol.client.gui.panel.NewPanel.NewPanel(FreeColClient),5
"net.sf.freecol.client.gui.panel.NewPanel.NewPanel(FreeColClient, Specification)",7
net.sf.freecol.client.gui.panel.NewPanel.actionPerformed(ActionEvent),3
net.sf.freecol.client.gui.panel.NewPanel.checkDifficulty(),5
net.sf.freecol.client.gui.panel.NewPanel.checkTC(),5
net.sf.freecol.client.gui.panel.NewPanel.enableComponents(),3
"net.sf.freecol.client.gui.panel.NewPanel.enableComponents(Component[], boolean)",6
net.sf.freecol.client.gui.panel.NewPanel.getSelectedAdvantages(),6
net.sf.freecol.client.gui.panel.NewPanel.getSelectedDifficulty(),5
net.sf.freecol.client.gui.panel.NewPanel.getSelectedName(),5
net.sf.freecol.client.gui.panel.NewPanel.getSelectedPort(JTextField),6
net.sf.freecol.client.gui.panel.NewPanel.getSelectedRules(),5
net.sf.freecol.client.gui.panel.NewPanel.getSpecification(),6
net.sf.freecol.client.gui.panel.NewPanel.itemStateChanged(ItemEvent),3
net.sf.freecol.client.gui.panel.NewPanel.update(boolean),5
net.sf.freecol.client.gui.panel.NewPanel.updateDifficultyBox(),3
"net.sf.freecol.client.gui.panel.NewUnitPanel.NewUnitPanel(FreeColClient, LayoutManager, String, List<UnitType>)",8
net.sf.freecol.client.gui.panel.NewUnitPanel.actionPerformed(ActionEvent),3
net.sf.freecol.client.gui.panel.NewUnitPanel.removeNotify(),3
net.sf.freecol.client.gui.panel.NewUnitPanel.update(),4
net.sf.freecol.client.gui.panel.PlayersTable.AdvantageCellEditor.AdvantageCellEditor(JComboBox<EuropeanNationType>),5
net.sf.freecol.client.gui.panel.PlayersTable.AdvantageCellEditor.AdvantageCellEditor(List<EuropeanNationType>),5
net.sf.freecol.client.gui.panel.PlayersTable.AdvantageCellEditor.getCellEditorValue(),3
net.sf.freecol.client.gui.panel.PlayersTable.AdvantageCellRenderer.AdvantageCellRenderer(Advantages),5
"net.sf.freecol.client.gui.panel.PlayersTable.AdvantageCellRenderer.getTableCellRendererComponent(JTable, Object, boolean, boolean, int, int)",3
net.sf.freecol.client.gui.panel.PlayersTable.AvailableCellEditor.AvailableCellEditor(),0
net.sf.freecol.client.gui.panel.PlayersTable.AvailableCellEditor.getActiveBox(int),0
net.sf.freecol.client.gui.panel.PlayersTable.AvailableCellEditor.getCellEditorValue(),3
"net.sf.freecol.client.gui.panel.PlayersTable.AvailableCellEditor.getTableCellEditorComponent(JTable, Object, boolean, int, int)",3
net.sf.freecol.client.gui.panel.PlayersTable.AvailableCellRenderer.AvailableCellRenderer(),3
"net.sf.freecol.client.gui.panel.PlayersTable.AvailableCellRenderer.getTableCellRendererComponent(JTable, Object, boolean, boolean, int, int)",3
"net.sf.freecol.client.gui.panel.PlayersTable.HeaderListener.HeaderListener(JTableHeader, HeaderRenderer)",0
net.sf.freecol.client.gui.panel.PlayersTable.HeaderListener.mousePressed(MouseEvent),0
net.sf.freecol.client.gui.panel.PlayersTable.HeaderListener.mouseReleased(MouseEvent),0
net.sf.freecol.client.gui.panel.PlayersTable.HeaderRenderer.HeaderRenderer(Component...),0
"net.sf.freecol.client.gui.panel.PlayersTable.HeaderRenderer.getTableCellRendererComponent(JTable, Object, boolean, boolean, int, int)",3
net.sf.freecol.client.gui.panel.PlayersTable.HeaderRenderer.setPressedColumn(int),0
"net.sf.freecol.client.gui.panel.PlayersTable.NationCellRenderer.getTableCellRendererComponent(JTable, Object, boolean, boolean, int, int)",3
"net.sf.freecol.client.gui.panel.PlayersTable.NationStateRenderer.getListCellRendererComponent(JList<? extends NationState>, NationState, int, boolean, boolean)",3
net.sf.freecol.client.gui.panel.PlayersTable.PlayerCellEditor.PlayerCellEditor(),0
net.sf.freecol.client.gui.panel.PlayersTable.PlayerCellEditor.getCellEditorValue(),0
"net.sf.freecol.client.gui.panel.PlayersTable.PlayerCellEditor.getTableCellEditorComponent(JTable, Object, boolean, int, int)",3
net.sf.freecol.client.gui.panel.PlayersTable.PlayerCellRenderer.PlayerCellRenderer(),0
"net.sf.freecol.client.gui.panel.PlayersTable.PlayerCellRenderer.getTableCellRendererComponent(JTable, Object, boolean, boolean, int, int)",3
"net.sf.freecol.client.gui.panel.PlayersTable.PlayersTable(FreeColClient, NationOptions, Player)",7
"net.sf.freecol.client.gui.panel.PlayersTable.PlayersTableModel.PlayersTableModel(PreGameController, NationOptions, Player)",8
net.sf.freecol.client.gui.panel.PlayersTable.PlayersTableModel.getColumnClass(int),6
net.sf.freecol.client.gui.panel.PlayersTable.PlayersTableModel.getColumnCount(),5
net.sf.freecol.client.gui.panel.PlayersTable.PlayersTableModel.getColumnName(int),6
net.sf.freecol.client.gui.panel.PlayersTable.PlayersTableModel.getRowCount(),5
"net.sf.freecol.client.gui.panel.PlayersTable.PlayersTableModel.getValueAt(int, int)",7
"net.sf.freecol.client.gui.panel.PlayersTable.PlayersTableModel.isCellEditable(int, int)",7
"net.sf.freecol.client.gui.panel.PlayersTable.PlayersTableModel.setValueAt(Object, int, int)",7
net.sf.freecol.client.gui.panel.PlayersTable.PlayersTableModel.update(),3
net.sf.freecol.client.gui.panel.PlayersTable.update(),0
"net.sf.freecol.client.gui.panel.PortPanel.PortPanel(FreeColClient, LayoutManager)",6
net.sf.freecol.client.gui.panel.PortPanel.getCargoPanel(),5
net.sf.freecol.client.gui.panel.PortPanel.getPressListener(),6
net.sf.freecol.client.gui.panel.PortPanel.getSelectedUnit(),5
net.sf.freecol.client.gui.panel.PortPanel.getSelectedUnitLabel(),5
net.sf.freecol.client.gui.panel.PortPanel.getTransferHandler(),3
net.sf.freecol.client.gui.panel.PortPanel.removeNotify(),3
net.sf.freecol.client.gui.panel.PortPanel.setSelectedUnit(Unit),6
net.sf.freecol.client.gui.panel.PortPanel.setSelectedUnitLabel(UnitLabel),5
net.sf.freecol.client.gui.panel.PurchasePanel.PurchasePanel(FreeColClient),5
"net.sf.freecol.client.gui.panel.QuickActionMenu.QuickActionMenu(FreeColClient, FreeColPanel)",6
"net.sf.freecol.client.gui.panel.QuickActionMenu.addBoardItems(UnitLabel, Location)",0
net.sf.freecol.client.gui.panel.QuickActionMenu.addCarrierItems(UnitLabel),0
net.sf.freecol.client.gui.panel.QuickActionMenu.addCommandItems(UnitLabel),0
net.sf.freecol.client.gui.panel.QuickActionMenu.addEducationItems(UnitLabel),0
"net.sf.freecol.client.gui.panel.QuickActionMenu.addLoadItems(Goods, Location)",0
"net.sf.freecol.client.gui.panel.QuickActionMenu.addMarketItems(AbstractGoods, Europe)",0
net.sf.freecol.client.gui.panel.QuickActionMenu.addMenuItems(JComponent),6
net.sf.freecol.client.gui.panel.QuickActionMenu.addPayArrears(GoodsType),5
net.sf.freecol.client.gui.panel.QuickActionMenu.addRoleItems(UnitLabel),9
net.sf.freecol.client.gui.panel.QuickActionMenu.addTileItem(Tile),5
net.sf.freecol.client.gui.panel.QuickActionMenu.addTileItem(UnitLabel),6
net.sf.freecol.client.gui.panel.QuickActionMenu.addWorkItems(UnitLabel),0
net.sf.freecol.client.gui.panel.QuickActionMenu.createGoodsMenu(GoodsLabel),5
net.sf.freecol.client.gui.panel.QuickActionMenu.createMarketMenu(MarketLabel),5
"net.sf.freecol.client.gui.panel.QuickActionMenu.createRoleItem(UnitLabel, Role, int, Role, int, int)",16
net.sf.freecol.client.gui.panel.QuickActionMenu.createTileMenu(ASingleTilePanel),5
net.sf.freecol.client.gui.panel.QuickActionMenu.createUnitMenu(UnitLabel),5
